time,open,high,low,close,volume,volume_ma
2021-07-18T07:00:00+07:00,1899.02,1988.0,1897.01,1970.53,8728.127299,2737.7770068500404
2021-07-18T08:00:00+07:00,1970.6,1987.88,1961.1,1977.72,4788.527816,2880.592546550041
2021-07-18T09:00:00+07:00,1977.73,1994.0,1972.29,1982.4,2365.385637,2946.5818532000408
2021-07-18T10:00:00+07:00,1982.99,1988.0,1972.54,1981.97,1491.853671,2986.7411967500407
2021-07-18T11:00:00+07:00,1981.97,1988.98,1972.68,1975.95,2322.332196,2893.758549800041
2021-07-18T12:00:00+07:00,1975.95,1983.05,1974.07,1977.38,1085.221995,2838.206303250041
2021-07-18T13:00:00+07:00,1977.05,1981.49,1953.74,1957.27,2267.269945,2733.9764394500407
2021-07-18T14:00:00+07:00,1957.92,1970.0,1953.02,1958.65,2176.288787,2706.465390300041
2021-07-18T15:00:00+07:00,1958.22,1973.59,1956.95,1967.88,2362.403662,2739.260583500041
2021-07-18T16:00:00+07:00,1968.57,1973.56,1961.47,1962.42,995.489322,2640.835535600041
2021-07-18T17:00:00+07:00,1962.68,1967.33,1950.12,1962.21,1515.672761,2640.977366100041
2021-07-18T18:00:00+07:00,1961.78,1970.0,1958.62,1965.89,763.004706,2567.631277900041
2021-07-18T19:00:00+07:00,1965.6,1973.55,1956.68,1960.2,1767.555834,2249.884858900041
2021-07-18T20:00:00+07:00,1960.22,1962.23,1939.85,1947.52,2312.065279,2127.098602400041
2021-07-18T21:00:00+07:00,1947.1,1957.71,1900.14,1907.77,8096.936019,2463.766034150041
2021-07-18T22:00:00+07:00,1907.77,1911.91,1881.0,1890.55,4545.517116,2583.663432300041
2021-07-18T23:00:00+07:00,1890.56,1902.08,1877.22,1896.3,3228.12094,2694.075427300041
